"chromosome"	"V1"	"V2"
"6935"	"1"	1775226	1776209
"6939"	"1"	1776493	1776537
"6943"	"1"	1776660	1777016
"6947"	"1"	1777069	1777266
"6951"	"1"	1777363	1777797
"6955"	"1"	1777909	1779837
"6959"	"1"	1782415	1782537
"6963"	"1"	1782590	1783348
"6967"	"1"	1783635	1784564
"6971"	"1"	1784665	1784955
"6975"	"1"	1785061	1785921
"6979"	"1"	1785962	1786498
"6983"	"1"	1786645	1787313
"6987"	"1"	1787476	1788066
"6991"	"1"	1788199	1789590
"6995"	"1"	1789615	1790409
"6999"	"1"	1790686	1790949
"7003"	"1"	1791132	1793393
"7007"	"1"	1793651	1794400
"7011"	"1"	1794413	1795765
"7015"	"1"	1795870	1796712
"7019"	"1"	1796720	1797070
"7023"	"1"	1797121	1798479
"7027"	"1"	1798564	1798884
"7031"	"1"	1799183	1799521
"7035"	"1"	1799723	1800550
"7039"	"1"	1800780	1801667
"7043"	"1"	1801627	1802202
"7047"	"1"	1802405	1802890
"7051"	"1"	1803220	1804188
"7055"	"1"	1804181	1805524
"7059"	"1"	1805521	1806999
"7063"	"1"	1806996	1808030
"7067"	"1"	1808027	1809247
"7071"	"1"	1809693	1810499
"7075"	"1"	1810666	1811376
"7079"	"1"	1812036	1812743
"7083"	"1"	1812743	1813291
"7087"	"1"	1813301	1814467
"7091"	"1"	1814485	1815975
"7095"	"1"	1815975	1816628
"7099"	"1"	1816695	1818002
"7103"	"1"	1818011	1818631
"7107"	"1"	1818718	1819125
"7111"	"1"	1819091	1819363
"7115"	"1"	1819599	1820942
"7119"	"1"	1821059	1822099
"7123"	"1"	1822227	1824188
"7127"	"1"	1824193	1825236
"7131"	"1"	1825353	1825904
"7135"	"1"	1826065	1827921
"7139"	"1"	1828088	1829104
"7143"	"1"	1829115	1829756
"7147"	"1"	1829849	1831207
"7151"	"1"	1831325	1832083
"7155"	"1"	1832220	1833200
"7159"	"1"	1833210	1834157
"7163"	"1"	1834162	1834998
"7167"	"1"	1835019	1836062
"7171"	"1"	1836079	1837458
"7175"	"1"	1837485	1838561
"7179"	"1"	1838931	1839203
"7183"	"1"	1839245	1839658
"7187"	"1"	1840000	1840995
"7191"	"1"	1841079	1841963
"7195"	"1"	1842011	1842865
"7199"	"1"	1842955	1843701
"7203"	"1"	1844263	1846071
"7207"	"1"	1846184	1847467
"7211"	"1"	1847614	1849089
"7215"	"1"	1849270	1850760
"7219"	"1"	1850803	1851306
"7223"	"1"	1851307	1851411
"7227"	"1"	1851581	1852027
"7231"	"1"	1851984	1852805
"7235"	"1"	1852902	1854083
"7239"	"1"	1854138	1854485
"7243"	"1"	1854507	1854761
"7247"	"1"	1854944	1855969
"7251"	"1"	1856236	1856484
"7255"	"1"	1856632	1856814
"7259"	"1"	1856818	1857042
"7263"	"1"	1857064	1858406
"7264"	"1"	1857121	1858233
"7268"	"1"	1858699	1859337
"7272"	"1"	1859464	1860387
"7276"	"1"	1860490	1861575
"7280"	"1"	1861766	1863211
"7284"	"1"	1863243	1864367
"7288"	"1"	1864423	1865388
"7292"	"1"	1865442	1866569
"7296"	"1"	1866595	1866680
"7299"	"1"	1866639	1868324
"7303"	"1"	1868529	1869110
"7307"	"1"	1869150	1869845
"7311"	"1"	1869903	1871813
"7315"	"1"	1871945	1872289
"7319"	"1"	1872652	1873011
"7323"	"1"	1873131	1873310
"7327"	"1"	1873384	1874745
"7331"	"1"	1874749	1875327
"7335"	"1"	1875511	1876875
"7339"	"1"	1877006	1878604
"7343"	"1"	1878608	1880164
"7347"	"1"	1880627	1881598
"7351"	"1"	1881661	1882461
"7355"	"1"	1882465	1883325
"7359"	"1"	1883380	1883838
"7363"	"1"	1884267	1884833
"7367"	"1"	1884830	1885639
"7371"	"1"	1885805	1886014
"7375"	"1"	1886027	1886170
"7379"	"1"	1886839	1887126
"7383"	"1"	1887201	1887344
"7387"	"1"	1887503	1887742
"7391"	"1"	1887885	1888676
"7395"	"1"	1888853	1890226
"7399"	"1"	1890272	1891153
"7403"	"1"	1891345	1893393
"7407"	"1"	1893413	1894111
"7411"	"1"	1894208	1894759
"7415"	"1"	1894835	1896118
"7419"	"1"	1896087	1898720
"7423"	"1"	1898800	1900239
"7427"	"1"	1900357	1900593
"7431"	"1"	1900698	1900889
"7435"	"1"	1900890	1901546
"7439"	"1"	1901677	1901821
"7442"	"1"	1901941	1902282
"7446"	"1"	1902295	1903167
"7450"	"1"	1903171	1903545
"7454"	"1"	1903684	1903914
"7458"	"1"	1904016	1904672
"7462"	"1"	1904696	1905358
"7466"	"1"	1905355	1907415
"7470"	"1"	1907624	1908283
"7474"	"1"	1908610	1908978
"7478"	"1"	1909033	1909323
"7482"	"1"	1909457	1910635
"7486"	"1"	1910691	1911332
"7490"	"1"	1911369	1913180
"7494"	"1"	1913415	1914890
"7498"	"1"	1915228	1916097
"7502"	"1"	1916225	1917667
"7506"	"1"	1917798	1918769
"7510"	"1"	1918889	1920148
"7514"	"1"	1920227	1921159
"7518"	"1"	1921238	1921993
"7522"	"1"	1921990	1922775
"7526"	"1"	1923116	1924126
"7530"	"1"	1924135	1924746
"7534"	"1"	1925021	1925623
"7538"	"1"	1925625	1926146
"7542"	"1"	1926181	1926921
"7546"	"1"	1926950	1927402
"7550"	"1"	1927520	1929292
"7554"	"1"	1929602	1930168
"7558"	"1"	1930165	1930983
"7562"	"1"	1931036	1931431
"7566"	"1"	1931472	1932215
"7570"	"1"	1932212	1933183
"7574"	"1"	1933348	1935777
"7578"	"1"	1935802	1936902
"7582"	"1"	1937290	1937730
"7586"	"1"	1938050	1938616
"7590"	"1"	1938832	1940565
"7594"	"1"	1940742	1941230
"7598"	"1"	1941350	1941718
"7602"	"1"	1941742	1943820
"7606"	"1"	1943813	1944961
"7610"	"1"	1945163	1945807
"7614"	"1"	1945818	1946207
"7618"	"1"	1946222	1947271
"7622"	"1"	1947274	1948134
"7626"	"1"	1948153	1949754
"7630"	"1"	1949800	1951461
"7634"	"1"	1951509	1951586
"7637"	"1"	1951606	1952109
"7641"	"1"	1952130	1954094
"7645"	"1"	1954099	1955025
"7649"	"1"	1955022	1955909
"7653"	"1"	1956036	1956614
"7657"	"1"	1956617	1956976
"7661"	"1"	1957747	1958175
"7665"	"1"	1958182	1959606
"7669"	"1"	1959581	1960381
"7673"	"1"	1960548	1961537
"7677"	"1"	1961549	1963063
"7681"	"1"	1963133	1964122
"7685"	"1"	1964919	1965422
"7689"	"1"	1965501	1965752
"7693"	"1"	1966216	1966539
"7697"	"1"	1966711	1967208
"7701"	"1"	1967246	1967485
"7705"	"1"	1967675	1968886
"7709"	"1"	1968948	1969613
"7713"	"1"	1969809	1969895
"7716"	"1"	1969812	1969895
"7719"	"1"	1969908	1969981
"7722"	"1"	1969911	1969981
"7725"	"1"	1970035	1970110
"7728"	"1"	1970038	1970110
"7731"	"1"	1970262	1970810
"7735"	"1"	1970867	1972633
"7739"	"1"	1972696	1973205
"7743"	"1"	1973272	1974039
"7744"	"1"	1973327	1973602
"7748"	"1"	1973521	1974024
"7752"	"1"	1974026	1974685
"7756"	"1"	1974793	1976151
"7760"	"1"	1976151	1976822
"7764"	"1"	1976955	1977368
"7768"	"1"	1977477	1978481
"7772"	"1"	1978482	1979117
"7776"	"1"	1979374	1980024
"7780"	"1"	1980367	1980897
"7784"	"1"	1981467	1981556
"7787"	"1"	1981470	1981556
"7790"	"1"	1981650	1982447
"7794"	"1"	1982548	1982620
"7797"	"1"	1982548	1982623
"7800"	"1"	1982862	1990013
"7804"	"1"	1991642	1992958
"7808"	"1"	1993060	1994514
"7812"	"1"	1994857	1995573
"7816"	"1"	1996027	1996102
"7819"	"1"	1996030	1996102
"7822"	"1"	1996203	1997846
"7826"	"1"	1997851	1997923
"7829"	"1"	1997851	1997926
"7832"	"1"	1997964	1998914
"7836"	"1"	1999016	1999933
"7840"	"1"	2000260	2000332
"7843"	"1"	2000260	2000335
"7846"	"1"	2000391	2001323
"7850"	"1"	2001388	2002467
"7854"	"1"	2002479	2003222
"7858"	"1"	2003219	2003764
"7862"	"1"	2004159	2009474
"7863"	"1"	2005742	2006869
"7864"	"1"	2005753	2006658
"7868"	"1"	2007531	2007938
"7872"	"1"	2007926	2008360
"7876"	"1"	2008293	2008703
"7880"	"1"	2008992	2009150
"7884"	"1"	2009475	2009870
"7888"	"1"	2009976	2011034
"7892"	"1"	2011232	2011705
"7896"	"1"	2011824	2012990
"7900"	"1"	2013199	2014626
"7904"	"1"	2014669	2014896
"7908"	"1"	2014910	2015968
"7912"	"1"	2016147	2017505
"7916"	"1"	2017652	2017726
"7919"	"1"	2017772	2018701
"7923"	"1"	2018747	2019571
"7927"	"1"	2019998	2020048
"7931"	"1"	2020194	2021093
"7935"	"1"	2021162	2022403
"7939"	"1"	2022400	2023470
"7943"	"1"	2023470	2024537
"7947"	"1"	2024537	2025127
"7951"	"1"	2025127	2025864
"7955"	"1"	2025846	2026622
"7959"	"1"	2026616	2027227
"7963"	"1"	2027323	2028306
"7967"	"1"	2028449	2029615
"7971"	"1"	2029863	2031269
"7975"	"1"	2031433	2032797
"7979"	"1"	2032831	2034255
"7983"	"1"	2034326	2035093
"7984"	"1"	2034341	2034844
"7988"	"1"	2034763	2035038
"7992"	"1"	2035089	2035856
"7996"	"1"	2035846	2036958
"8000"	"1"	2036955	2038130
"8004"	"1"	2038127	2038948
"8008"	"1"	2038948	2039694
"8012"	"1"	2039691	2040128
"8016"	"1"	2040271	2041383
"8020"	"1"	2041393	2042820
"8024"	"1"	2042821	2043366
"8028"	"1"	2043371	2044249
"8032"	"1"	2044308	2045207
"8036"	"1"	2045207	2046292
"8040"	"1"	2046665	2047558
"8044"	"1"	2047733	2049127
"8048"	"1"	2049138	2050358
"8052"	"1"	2050355	2051635
"8056"	"1"	2051797	2053275
"8060"	"1"	2053277	2054671
"8064"	"1"	2054726	2056096
"8068"	"1"	2056289	2057725
"8072"	"1"	2057728	2058951
"8076"	"1"	2058948	2059427
"8080"	"1"	2059430	2060395
"8084"	"1"	2060398	2061519
"8088"	"1"	2061546	2062094
"8092"	"1"	2062110	2062856
"8096"	"1"	2062867	2064084
"8100"	"1"	2064059	2065276
"8104"	"1"	2065273	2065761
"8108"	"1"	2065764	2066603
"8112"	"1"	2066696	2068858
"8116"	"1"	2068861	2069304
"8120"	"1"	2069310	2070449
"8124"	"1"	2071108	2072691
"8128"	"1"	2072965	2074818
"8132"	"1"	2074840	2075421
"8136"	"1"	2075513	2076154
"8140"	"1"	2076472	2079777
"8144"	"1"	2079878	2080726
"8148"	"1"	2080860	2082212
"8152"	"1"	2082225	2084165
"8156"	"1"	2084162	2084923
"8160"	"1"	2084920	2085579
"8164"	"1"	2085726	2085874
"8167"	"1"	2086062	2086204
"8170"	"1"	2086390	2086532
"8173"	"1"	2086718	2086860
"8176"	"1"	2087124	2088371
"8180"	"1"	2088371	2091493
"8184"	"1"	2091494	2094571
"8188"	"1"	2094572	2095987
"8192"	"1"	2095984	2097387
"8196"	"1"	2097384	2098106
"8200"	"1"	2098297	2098629
"8204"	"1"	2098775	2100136
"8208"	"1"	2100219	2100304
"8211"	"1"	2100409	2100627
"8215"	"1"	2100409	2122347
"8216"	"1"	2100709	2101488
"8220"	"1"	2101501	2102691
"8224"	"1"	2102770	2103081
"8228"	"1"	2103106	2103252
"8232"	"1"	2103734	2103949
"8236"	"1"	2103921	2105039
"8240"	"1"	2105251	2108013
"8244"	"1"	2108120	2108650
"8248"	"1"	2108643	2109512
"8252"	"1"	2109556	2109903
"8256"	"1"	2109900	2110553
"8260"	"1"	2110619	2111404
"8264"	"1"	2111440	2112390
"8268"	"1"	2112706	2114673
"8272"	"1"	2114673	2115038
"8276"	"1"	2115174	2116391
"8280"	"1"	2116486	2118777
"8284"	"1"	2118758	2119033
"8288"	"1"	2119030	2119254
"8292"	"1"	2119257	2119559
"8296"	"1"	2119556	2119780
"8300"	"1"	2119844	2120335
"8304"	"1"	2120522	2120797
"8308"	"1"	2120847	2121218
"8312"	"1"	2121334	2122347
"8316"	"1"	2122410	2122625
"8320"	"1"	2122613	2122930
"8324"	"1"	2123335	2124234
"8328"	"1"	2124316	2125089
"8332"	"1"	2125195	2126235
"8336"	"1"	2126283	2127638
"8340"	"1"	2127642	2127926
"8344"	"1"	2127957	2128409
"8348"	"1"	2128600	2129367
"8349"	"1"	2128655	2128930
"8353"	"1"	2128849	2129352
"8357"	"1"	2130487	2131341
"8361"	"1"	2131641	2132693
"8365"	"1"	2132950	2134227
"8369"	"1"	2134224	2135228
"8373"	"1"	2135225	2136190
"8377"	"1"	2136164	2136910
"8381"	"1"	2136962	2137780
"8385"	"1"	2137845	2138645
"8389"	"1"	2138642	2139430
"8393"	"1"	2139753	2139998
"8397"	"1"	2140045	2140476
"8401"	"1"	2140580	2141245
"8405"	"1"	2141439	2141702
"8409"	"1"	2141797	2142048
"8413"	"1"	2142385	2142783
"8417"	"1"	2142731	2142922
"8421"	"1"	2143064	2143831
"8422"	"1"	2143079	2143582
"8426"	"1"	2143501	2143776
"8430"	"1"	2143805	2143993
"8434"	"1"	2144256	2145365
"8438"	"1"	2145497	2147530
"8442"	"1"	2147671	2151465
"8446"	"1"	2151475	2155107
"8450"	"1"	2155168	2155485
"8454"	"1"	2155605	2155680
"8457"	"1"	2155792	2156880
"8461"	"1"	2156891	2159170
"8465"	"1"	2159163	2160299
"8469"	"1"	2160296	2162296
"8473"	"1"	2162421	2162882
"8477"	"1"	2162923	2163393
"8481"	"1"	2163440	2164159
"8485"	"1"	2164156	2165841
"8489"	"1"	2166063	2166794
"8493"	"1"	2166854	2166961
"8497"	"1"	2166942	2167673
"8501"	"1"	2167678	2168604
"8505"	"1"	2168597	2169754
"8509"	"1"	2169761	2170678
"8513"	"1"	2170930	2173227
"8517"	"1"	2173423	2175138
"8521"	"1"	2175176	2176108
"8525"	"1"	2176282	2176869
"8529"	"1"	2177039	2177617
"8533"	"1"	2177747	2178508
"8537"	"1"	2178561	2179925
"8541"	"1"	2180677	2181624
"8545"	"1"	2181862	2182260
"8549"	"1"	2182257	2182952
"8553"	"1"	2183082	2183966
"8557"	"1"	2184116	2184835
"8561"	"1"	2184838	2185077
"8565"	"1"	2185271	2186509
"8569"	"1"	2186503	2187738
"8573"	"1"	2187981	2188991
"8577"	"1"	2189007	2190527
"8581"	"1"	2190588	2191586
"8585"	"1"	2191866	2192906
"8589"	"1"	2193048	2194205
"8593"	"1"	2194222	2194890
"8597"	"1"	2195148	2195984
"8601"	"1"	2196016	2198007
"8605"	"1"	2198301	2199770
"8609"	"1"	2199975	2200856
"8613"	"1"	2200955	2202004
"8617"	"1"	2202078	2202935
"8621"	"1"	2202938	2204026
"8625"	"1"	2204082	2205332
"8629"	"1"	2205432	2206373
"8633"	"1"	2206542	2207201
"8637"	"1"	2207272	2208522
"8641"	"1"	2208616	2209554
"8645"	"1"	2209542	2210483
"8649"	"1"	2210907	2212598
"8653"	"1"	2212615	2213553
"8657"	"1"	2213553	2214683
"8661"	"1"	2215051	2216232
"8665"	"1"	2216229	2216483
"8669"	"1"	2216638	2217210
"8673"	"1"	2217433	2218899
"8677"	"1"	2219017	2220003
"8681"	"1"	2220042	2220755
"8685"	"1"	2221167	2221733
"8689"	"1"	2221914	2223470
"8693"	"1"	2223552	2225366
"8697"	"1"	2225367	2226461
"8701"	"1"	2226461	2227486
"8705"	"1"	2227488	2229077
"8709"	"1"	2229081	2229425
"8713"	"1"	2229758	2230948
"8717"	"1"	2230976	2231671
"8721"	"1"	2231820	2233580
"8725"	"1"	2233705	2233989
"8729"	"1"	2234128	2235135
"8733"	"1"	2235317	2235544
"8737"	"1"	2235564	2237324
"8741"	"1"	2237399	2237472
"8744"	"1"	2237399	2237475
"8747"	"1"	2237578	2240088
"8751"	"1"	2240489	2241136
"8755"	"1"	2241347	2242399
"8759"	"1"	2242396	2242953
"8763"	"1"	2242950	2244893
"8767"	"1"	2244890	2245369
"8771"	"1"	2245366	2245575
"8775"	"1"	2245572	2246309
"8779"	"1"	2246351	2247013
"8783"	"1"	2247010	2247633
"8787"	"1"	2247646	2248248
"8791"	"1"	2248258	2248707
"8795"	"1"	2248704	2249567
"8799"	"1"	2249554	2250249
"8803"	"1"	2250256	2252742
"8807"	"1"	2252739	2253002
"8811"	"1"	2252992	2253486
"8815"	"1"	2253894	2254382
"8819"	"1"	2255212	2256858
"8823"	"1"	2257076	2258719
"8827"	"1"	2258795	2259445
"8831"	"1"	2259445	2260509
"8835"	"1"	2260583	2261638
"8839"	"1"	2261750	2262685
"8843"	"1"	2262740	2263507
"8844"	"1"	2262755	2263258
"8848"	"1"	2263177	2263452
"8852"	"1"	2263727	2266528
"8856"	"1"	2266743	2268569
"8860"	"1"	2268566	2269951
"8864"	"1"	2270147	2270809
"8868"	"1"	2270809	2271459
"8872"	"1"	2271456	2272778
"8876"	"1"	2272809	2273993
"8880"	"1"	2274067	2274843
"8884"	"1"	2274848	2276497
"8888"	"1"	2276498	2281102
"8892"	"1"	2281036	2281659
"8896"	"1"	2281656	2283344
"8900"	"1"	2283493	2286120
"8904"	"1"	2286267	2286989
"8908"	"1"	2287117	2290869
"8912"	"1"	2291565	2293850
"8916"	"1"	2294092	2295222
"8920"	"1"	2295222	2295476
"8924"	"1"	2295530	2296180
"8928"	"1"	2296395	2296601
"8932"	"1"	2296643	2297719
"8936"	"1"	2297724	2299082
"8940"	"1"	2299355	2300983
"8944"	"1"	2300973	2302232
"8948"	"1"	2302229	2303419
"8952"	"1"	2303612	2304514
"8956"	"1"	2304555	2305358
"8960"	"1"	2305376	2306665
"8964"	"1"	2306722	2307939
"8968"	"1"	2307942	2308724
"8972"	"1"	2308944	2310146
"8976"	"1"	2310246	2310788
"8980"	"1"	2311067	2311492
"8984"	"1"	2311531	2312133
"8988"	"1"	2312423	2313580
"8992"	"1"	2313584	2314552
"8996"	"1"	2314552	2316534
"9000"	"1"	2316531	2317421
"9004"	"1"	2317421	2319073
"9008"	"1"	2319070	2319405
"9012"	"1"	2319405	2319791
"9016"	"1"	2319785	2320051
"9020"	"1"	2320161	2321516
"9024"	"1"	2321513	2322475
"9028"	"1"	2322475	2323332
"9032"	"1"	2323347	2324105
"9036"	"1"	2324102	2325772
"9040"	"1"	2325861	2327156
"9044"	"1"	2327235	2327540
"9048"	"1"	2327595	2328056
"9052"	"1"	2328121	2329038
"9056"	"1"	2329226	2330437
"9060"	"1"	2331557	2332060
"9064"	"1"	2332147	2332668
"9068"	"1"	2332665	2333504
"9072"	"1"	2333572	2334849
"9076"	"1"	2335036	2336565
"9080"	"1"	2336796	2338637
"9084"	"1"	2338634	2338936
"9088"	"1"	2338933	2339487
"9092"	"1"	2339499	2340041
"9096"	"1"	2340056	2341033
"9100"	"1"	2341030	2343762
"9104"	"1"	2343809	2345146
"9108"	"1"	2345143	2345643
"9112"	"1"	2345646	2347448
"9116"	"1"	2347542	2348204
"9120"	"1"	2348220	2348663
"9124"	"1"	2349294	2350232
"9128"	"1"	2351152	2352369
"9132"	"1"	2352453	2353052
"9136"	"1"	2353111	2354943
"9140"	"1"	2355030	2355680
"9144"	"1"	2355691	2356185
"9148"	"1"	2356268	2356723
"9152"	"1"	2357062	2358264
"9156"	"1"	2358339	2360483
"9160"	"1"	2360673	2362193
"9164"	"1"	2362226	2362768
"9168"	"1"	2362826	2363380
"9172"	"1"	2363433	2364077
"9176"	"1"	2364213	2364860
"9180"	"1"	2364917	2365279
"9184"	"1"	2365300	2366193
"9188"	"1"	2366241	2367131
"9192"	"1"	2367328	2368101
"9196"	"1"	2368109	2368825
"9200"	"1"	2368822	2369508
"9204"	"1"	2369598	2370380
"9208"	"1"	2370601	2371383
"9212"	"1"	2371649	2372218
"9216"	"1"	2372313	2373830
"9220"	"1"	2373867	2374355
"9224"	"1"	2374614	2375276
"9228"	"1"	2375266	2376534
"9232"	"1"	2376604	2377518
"9236"	"1"	2377674	2378333
"9240"	"1"	2378416	2379228
"9244"	"1"	2379228	2380241
"9248"	"1"	2380307	2381443
"9252"	"1"	2381542	2382537
"9256"	"1"	2382534	2383712
"9260"	"1"	2383977	2385197
"9264"	"1"	2385356	2387362
"9268"	"1"	2387483	2387761
"9272"	"1"	2387795	2388343
"9276"	"1"	2388343	2389152
"9280"	"1"	2389152	2389976
"9284"	"1"	2389980	2391065
"9288"	"1"	2391100	2392032
"9292"	"1"	2392198	2392749
"9296"	"1"	2392875	2393672
"9300"	"1"	2393701	2394252
"9304"	"1"	2394249	2394728
"9308"	"1"	2394725	2395231
"9312"	"1"	2395248	2396000
"9316"	"1"	2396020	2398665
"9320"	"1"	2398748	2399311
"9324"	"1"	2399991	2400476
"9328"	"1"	2400679	2402823
"9332"	"1"	2402823	2404133
"9336"	"1"	2404314	2404598
"9340"	"1"	2404964	2406310
"9344"	"1"	2407442	2408209
"9345"	"1"	2407457	2407960
"9349"	"1"	2407879	2408154
"9353"	"1"	2408694	2409449
"9357"	"1"	2409743	2410675
"9361"	"1"	2410751	2410822
"9364"	"1"	2410751	2410825
"9367"	"1"	2410921	2411856
"9371"	"1"	2412074	2413411
"9375"	"1"	2413429	2414757
"9379"	"1"	2414865	2416403
"9383"	"1"	2416403	2417566
"9387"	"1"	2417982	2418596
"9391"	"1"	2418601	2422194
"9395"	"1"	2422250	2423395
"9399"	"1"	2423469	2424413
"9403"	"1"	2424483	2426177
"9407"	"1"	2426231	2427481
"9411"	"1"	2427994	2428626
"9415"	"1"	2428922	2429197
"9419"	"1"	2429274	2429516
"9423"	"1"	2429869	2430789
"9427"	"1"	2431281	2432519
"9431"	"1"	2432896	2434593
"9435"	"1"	2434608	2435342
"9439"	"1"	2435355	2436212
"9443"	"1"	2436215	2438710
"9447"	"1"	2438735	2439772
"9451"	"1"	2439772	2440857
"9455"	"1"	2440872	2442119
"9459"	"1"	2442141	2442467
"9463"	"1"	2442686	2443651
"9467"	"1"	2443855	2445111
"9471"	"1"	2445226	2445552
"9475"	"1"	2445693	2446931
"9479"	"1"	2447267	2448469
"9483"	"1"	2448519	2450708
"9487"	"1"	2450917	2450992
"9490"	"1"	2450920	2450992
"9493"	"1"	2451032	2451107
"9496"	"1"	2451035	2451107
"9499"	"1"	2451343	2451687
"9503"	"1"	2451689	2452081
"9507"	"1"	2452133	2453548
"9511"	"1"	2453807	2453879
"9514"	"1"	2453807	2453882
"9517"	"1"	2453927	2453999
"9520"	"1"	2453927	2454002
"9523"	"1"	2454049	2454121
"9526"	"1"	2454049	2454124
"9529"	"1"	2454129	2454201
"9532"	"1"	2454129	2454204
"9535"	"1"	2454324	2454665
"9539"	"1"	2454656	2455582
"9543"	"1"	2455672	2456670
"9547"	"1"	2456667	2456885
"9551"	"1"	2456887	2458902
"9555"	"1"	2458973	2459959
"9559"	"1"	2460189	2460950
"9563"	"1"	2461135	2462106
"9567"	"1"	2462490	2462747
"9571"	"1"	2462792	2464519
"9575"	"1"	2464560	2465069
"9579"	"1"	2465112	2465963
"9583"	"1"	2466068	2466442
"9587"	"1"	2466475	2467209
"9591"	"1"	2467414	2468325
"9595"	"1"	2468459	2469556
"9599"	"1"	2469546	2469995
"9603"	"1"	2470421	2471254
"9607"	"1"	2471254	2472270
"9611"	"1"	2472574	2473365
"9615"	"1"	2473494	2474351
"9619"	"1"	2474515	2475411
"9623"	"1"	2475415	2476839
"9627"	"1"	2476757	2476933
"9631"	"1"	2477019	2477918
"9635"	"1"	2478014	2478589
"9639"	"1"	2478796	2479245
"9643"	"1"	2479232	2479657
"9647"	"1"	2479871	2480740
"9651"	"1"	2480744	2481643
"9655"	"1"	2481649	2482701
"9659"	"1"	2482747	2483247
"9663"	"1"	2483260	2483919
"9667"	"1"	2483929	2484816
"9671"	"1"	2484837	2486198
"9675"	"1"	2486210	2487613
"9679"	"1"	2487610	2488836
"9683"	"1"	2489153	2490340
"9687"	"1"	2490330	2491166
"9691"	"1"	2491177	2492580
"9695"	"1"	2492592	2492879
"9699"	"1"	2492986	2493279
"9703"	"1"	2493318	2494334
"9707"	"1"	2494324	2495133
"9711"	"1"	2495130	2495831
"9715"	"1"	2495806	2496285
"9719"	"1"	2496298	2496633
"9723"	"1"	2496926	2499205
"9727"	"1"	2499494	2500444
"9731"	"1"	2500464	2502467
"9735"	"1"	2502562	2503605
"9739"	"1"	2503731	2504306
"9743"	"1"	2504374	2506353
"9747"	"1"	2506559	2508259
"9751"	"1"	2508423	2511536
"9755"	"1"	2512075	2512431
"9759"	"1"	2512435	2513562
"9763"	"1"	2513590	2513790
"9767"	"1"	2513900	2514598
"9771"	"1"	2514672	2516687
"9775"	"1"	2516702	2517565
"9779"	"1"	2517733	2518446
"9783"	"1"	2518659	2519693
"9787"	"1"	2519710	2520588
"9791"	"1"	2520734	2521306
"9795"	"1"	2521306	2521776
"9799"	"1"	2522029	2522646
"9803"	"1"	2522646	2524664
"9807"	"1"	2525724	2527073
"9811"	"1"	2527088	2527738
"9815"	"1"	2527743	2529323
"9819"	"1"	2529313	2530980
"9823"	"1"	2530990	2531529
"9827"	"1"	2531526	2532284
"9831"	"1"	2532277	2532690
"9835"	"1"	2532726	2534732
"9839"	"1"	2534754	2535602
"9843"	"1"	2535640	2536701
"9847"	"1"	2536914	2538377
"9851"	"1"	2538398	2538757
"9855"	"1"	2538895	2539641
"9859"	"1"	2539691	2540980
"9863"	"1"	2541066	2541692
"9867"	"1"	2542017	2543054
"9871"	"1"	2543054	2543692
"9875"	"1"	2543863	2545929
"9879"	"1"	2545934	2547475
"9883"	"1"	2547514	2549757
"9887"	"1"	2550109	2550300
"9891"	"1"	2550611	2551129
"9895"	"1"	2551145	2551684
"9899"	"1"	2551777	2553354
"9903"	"1"	2553423	2554889
"9907"	"1"	2555051	2556421
"9911"	"1"	2556418	2556633
"9915"	"1"	2556703	2558175
"9919"	"1"	2558293	2559471
"9923"	"1"	2559482	2560102
"9927"	"1"	2560120	2561394
"9931"	"1"	2561414	2561505
"9934"	"1"	2561505	2562623
"9938"	"1"	2562650	2563663
"9942"	"1"	2563948	2565102
"9946"	"1"	2565252	2565683
"9950"	"1"	2565832	2568144
"9954"	"1"	2568145	2573106
"9958"	"1"	2573313	2574158
"9962"	"1"	2574334	2574542
"9965"	"1"	2574674	2574977
"9968"	"1"	2574976	2575752
"9972"	"1"	2575894	2577177
"9976"	"1"	2577235	2577435
"9980"	"1"	2577447	2577782
"9984"	"1"	2577784	2579634
"9988"	"1"	2579651	2580166
"9992"	"1"	2580262	2580585
"9996"	"1"	2580602	2580988
"10000"	"1"	2581016	2582230
"10004"	"1"	2582342	2582830
"10008"	"1"	2583282	2584022
"10012"	"1"	2584141	2584944
"10016"	"1"	2585062	2585943
"10020"	"1"	2586134	2587414
"10024"	"1"	2587406	2588545
"10028"	"1"	2588705	2589595
"10032"	"1"	2589731	2591092
"10036"	"1"	2591089	2591607
"10040"	"1"	2591607	2591927
"10044"	"1"	2591924	2592736
"10048"	"1"	2592746	2593948
"10052"	"1"	2593973	2594467
"10056"	"1"	2594515	2595387
"10060"	"1"	2595399	2596460
"10064"	"1"	2596526	2597524
"10068"	"1"	2597549	2599060
"10072"	"1"	2599083	2600066
"10076"	"1"	2600163	2603444
"10080"	"1"	2603562	2604755
"10084"	"1"	2604953	2606206
"10088"	"1"	2606534	2607724
"10092"	"1"	2607769	2608107
"10096"	"1"	2608168	2609502
"10100"	"1"	2609492	2610205
"10104"	"1"	2610370	2611797
"10108"	"1"	2611854	2612041
"10111"	"1"	2611892	2612039
"10114"	"1"	2612373	2616260
"10118"	"1"	2618029	2618795
"10119"	"1"	2618084	2618359
"10123"	"1"	2618278	2618781
"10127"	"1"	2618846	2619382
"10131"	"1"	2619407	2619979
"10135"	"1"	2620251	2621099
"10139"	"1"	2621155	2621415
